participant_id,age,sex,education_level,background_SES,social.ideology,social.ideology.scale,social.identity,social.identity.scale,political.interest,political.interest.scale
sub-0501,25.5,male,low,2.0,1.5,-0.338873539429378,4,0.530097854191498,5.33333333333333,0.608898215441253
sub-0415,23.0,male,medium,4.0,1.0,-1.17542691205401,2,-1.01142350762028,2.0,-1.38982980710917
sub-0460,20.5,female,low,2.5,1.25,-0.757150225741696,6,2.07161921600328,6.66666666666667,1.40838942446142
sub-0090,22.5,male,high,5.0,1.25,-0.757150225741696,4,0.530097854191498,,
sub-0233,25.0,male,low,5.0,2.0,0.497679833195258,4,0.530097854191498,,
sub-0012,20.75,male,high,4.5,1.0,-1.17542691205401,2,-1.01142350762028,,
sub-0314,23.25,female,high,6.0,1.5,-0.338873539429378,3,-0.24066282671439,,
sub-0837,24.5,male,high,2.0,1.0,-1.17542691205401,5,1.30085853509739,1.0,-1.98944821387429
sub-0225,20.25,male,medium,3.0,2.5,1.33423320581989,3,-0.24066282671439,,
sub-0746,22.75,female,high,6.0,1.0,-1.17542691205401,2,-1.01142350762028,6.0,1.00864381995134
sub-0477,22.75,female,medium,6.0,2.25,0.915956519507576,3,-0.24066282671439,5.33333333333333,0.608898215441253
sub-0107,25.25,female,low,2.0,1.5,-0.338873539429378,4,0.530097854191498,,
sub-0171,24.0,male,high,6.0,1.25,-0.757150225741696,3,-0.24066282671439,,
sub-0157,22.75,male,high,5.5,2.25,0.915956519507576,4,0.530097854191498,,
sub-0001,22.0,female,medium,2.0,1.0,-1.17542691205401,2,-1.01142350762028,,
sub-0018,20.5,male,high,6.0,2.5,1.33423320581989,3,-0.24066282671439,,
sub-0745,23.5,male,high,6.0,2.5,1.33423320581989,4,0.530097854191498,3.66666666666667,-0.390465795833958
sub-0342,25.25,female,medium,3.0,1.0,-1.17542691205401,3,-0.24066282671439,,
sub-0048,21.0,male,high,6.0,1.75,0.0794031468829401,3,-0.24066282671439,,
sub-0518,20.5,female,high,3.0,1.25,-0.757150225741696,4,0.530097854191498,1.0,-1.98944821387429
sub-0139,20.0,male,medium,5.0,1.0,-1.17542691205401,3,-0.24066282671439,,
sub-0689,23.5,female,high,2.0,1.25,-0.757150225741696,4,0.530097854191498,3.0,-0.790211400344042
sub-0707,22.75,female,high,5.0,1.5,-0.338873539429378,3,-0.24066282671439,3.33333333333333,-0.590338598089
sub-0312,20.5,female,medium,3.0,1.5,-0.338873539429378,2,-1.01142350762028,,
sub-0877,20.5,male,medium,4.5,1.75,0.0794031468829401,2,-1.01142350762028,5.66666666666667,0.808771017696296
sub-0163,23.5,male,medium,3.5,1.5,-0.338873539429378,3,-0.24066282671439,,
sub-0581,24.5,male,high,2.0,1.75,0.0794031468829401,4,0.530097854191498,3.66666666666667,-0.390465795833958
sub-0258,21.5,male,medium,2.5,4.75,5.09872338263076,4,0.530097854191498,,
sub-0541,24.5,female,high,5.0,1.75,0.0794031468829401,5,1.30085853509739,2.33333333333333,-1.18995700485413
sub-0711,25.25,female,medium,5.0,1.5,-0.338873539429378,2,-1.01142350762028,3.66666666666667,-0.390465795833958
sub-0219,21.25,female,high,6.0,1.5,-0.338873539429378,4,0.530097854191498,,
sub-0888,20.5,female,high,5.0,2.25,0.915956519507576,3,-0.24066282671439,5.66666666666667,0.808771017696296
sub-0791,22.25,female,high,4.0,1.5,-0.338873539429378,3,-0.24066282671439,2.33333333333333,-1.18995700485413
sub-0269,25.75,female,high,5.0,1.5,-0.338873539429378,2,-1.01142350762028,,
sub-0844,23.0,male,medium,4.5,2.5,1.33423320581989,4,0.530097854191498,2.0,-1.38982980710917
sub-0252,25.0,male,medium,3.0,2.5,1.33423320581989,4,0.530097854191498,,
sub-0582,23.25,female,medium,3.5,1.25,-0.757150225741696,2,-1.01142350762028,5.33333333333333,0.608898215441253
sub-0790,22.75,female,high,5.0,1.75,0.0794031468829401,3,-0.24066282671439,5.0,0.409025413186211
sub-0567,22.25,male,medium,4.0,1.5,-0.338873539429378,4,0.530097854191498,6.33333333333333,1.20851662220638
sub-0515,22.5,female,medium,5.0,2.25,0.915956519507576,2,-1.01142350762028,4.0,-0.190592993578915
sub-0741,24.25,male,medium,2.0,3.0,2.17078657844453,5,1.30085853509739,5.0,0.409025413186211
sub-0732,20.75,female,high,4.0,2.75,1.75250989213221,4,0.530097854191498,2.33333333333333,-1.18995700485413
sub-0881,23.5,male,low,4.0,3.25,2.58906326475685,4,0.530097854191498,3.0,-0.790211400344042
sub-0852,23.5,female,high,5.0,2.25,0.915956519507576,2,-1.01142350762028,5.33333333333333,0.608898215441253
sub-0284,26.0,female,high,4.5,1.0,-1.17542691205401,5,1.30085853509739,,
sub-0495,21.0,female,medium,4.0,1.25,-0.757150225741696,4,0.530097854191498,5.0,0.409025413186211
sub-0893,24.0,female,medium,3.0,3.0,2.17078657844453,3,-0.24066282671439,3.33333333333333,-0.590338598089
sub-0766,22.5,female,high,4.0,2.25,0.915956519507576,5,1.30085853509739,3.0,-0.790211400344042
sub-0860,25.5,female,high,6.0,1.5,-0.338873539429378,1,-1.78218418852617,7.0,1.60826222671646
sub-0153,24.25,male,high,6.0,1.5,-0.338873539429378,3,-0.24066282671439,,
sub-0007,20.25,male,medium,4.0,1.75,0.0794031468829401,5,1.30085853509739,,
sub-0192,20.25,female,medium,4.0,1.5,-0.338873539429378,3,-0.24066282671439,,
sub-0186,21.25,male,high,5.5,1.5,-0.338873539429378,2,-1.01142350762028,,
sub-0563,20.75,female,medium,3.0,1.5,-0.338873539429378,1,-1.78218418852617,7.0,1.60826222671646
sub-0511,23.25,female,high,5.0,2.5,1.33423320581989,3,-0.24066282671439,6.66666666666667,1.40838942446142
sub-0196,21.75,male,high,4.5,1.25,-0.757150225741696,4,0.530097854191498,,
sub-0296,23.5,female,high,5.5,1.25,-0.757150225741696,1,-1.78218418852617,,
sub-0388,23.75,male,medium,4.0,2.0,0.497679833195258,1,-1.78218418852617,,
sub-0853,23.0,male,high,4.5,2.75,1.75250989213221,1,-1.78218418852617,5.0,0.409025413186211
sub-0045,20.0,male,medium,3.5,1.0,-1.17542691205401,2,-1.01142350762028,,
sub-0442,24.0,male,low,3.0,1.75,0.0794031468829401,2,-1.01142350762028,6.33333333333333,1.20851662220638
sub-0404,21.0,female,medium,2.0,1.0,-1.17542691205401,2,-1.01142350762028,,
sub-0389,24.75,male,medium,5.0,1.5,-0.338873539429378,3,-0.24066282671439,,
sub-0320,24.75,female,high,3.0,1.75,0.0794031468829401,4,0.530097854191498,,
sub-0189,23.0,female,high,5.0,1.5,-0.338873539429378,4,0.530097854191498,,
sub-0044,22.5,female,high,5.0,1.25,-0.757150225741696,1,-1.78218418852617,,
sub-0610,23.75,female,high,4.0,1.75,0.0794031468829401,3,-0.24066282671439,5.33333333333333,0.608898215441253
sub-0735,24.5,female,high,4.5,1.25,-0.757150225741696,2,-1.01142350762028,5.33333333333333,0.608898215441253
sub-0138,22.25,female,medium,2.0,1.25,-0.757150225741696,4,0.530097854191498,,
sub-0064,22.5,female,medium,4.5,2.0,0.497679833195258,5,1.30085853509739,,
sub-0723,22.75,male,high,5.0,1.0,-1.17542691205401,3,-0.24066282671439,2.66666666666667,-0.990084202599084
sub-0705,20.75,male,medium,2.5,1.75,0.0794031468829401,4,0.530097854191498,1.33333333333333,-1.78957541161925
sub-0453,21.0,male,high,6.0,1.25,-0.757150225741696,3,-0.24066282671439,6.0,1.00864381995134
sub-0506,24.25,male,medium,4.0,3.0,2.17078657844453,5,1.30085853509739,6.0,1.00864381995134
sub-0700,23.5,female,medium,5.0,2.0,0.497679833195258,2,-1.01142350762028,6.33333333333333,1.20851662220638
sub-0911,20.5,male,medium,5.0,1.75,0.0794031468829401,3,-0.24066282671439,4.0,-0.190592993578915
sub-0548,20.5,female,low,5.0,1.5,-0.338873539429378,4,0.530097854191498,3.33333333333333,-0.590338598089
sub-0039,22.25,male,medium,4.0,1.5,-0.338873539429378,3,-0.24066282671439,,
sub-0268,23.5,male,high,4.5,2.25,0.915956519507576,4,0.530097854191498,,
sub-0847,22.0,female,medium,4.0,1.75,0.0794031468829401,3,-0.24066282671439,2.33333333333333,-1.18995700485413
sub-0779,21.5,male,medium,2.0,1.5,-0.338873539429378,4,0.530097854191498,2.33333333333333,-1.18995700485413
sub-0214,21.5,female,high,6.0,2.0,0.497679833195258,1,-1.78218418852617,,
sub-0175,22.0,male,medium,2.5,2.25,0.915956519507576,6,2.07161921600328,,
sub-0379,20.0,female,high,4.0,1.75,0.0794031468829401,3,-0.24066282671439,,
sub-0108,23.25,female,low,5.0,1.25,-0.757150225741696,2,-1.01142350762028,,
sub-0193,22.0,male,high,6.0,2.5,1.33423320581989,5,1.30085853509739,,
sub-0819,21.25,male,medium,2.0,1.5,-0.338873539429378,4,0.530097854191498,2.33333333333333,-1.18995700485413
sub-0703,20.75,male,high,5.0,1.5,-0.338873539429378,4,0.530097854191498,3.33333333333333,-0.590338598089
sub-0507,25.5,male,high,5.0,1.0,-1.17542691205401,2,-1.01142350762028,5.33333333333333,0.608898215441253
sub-0382,21.25,male,high,6.0,1.75,0.0794031468829401,4,0.530097854191498,,
sub-0243,23.0,female,medium,2.5,1.75,0.0794031468829401,4,0.530097854191498,,
sub-0416,23.25,female,high,3.5,1.0,-1.17542691205401,3,-0.24066282671439,,
sub-0084,20.25,female,medium,3.0,1.75,0.0794031468829401,3,-0.24066282671439,,
sub-0173,22.75,female,high,3.0,3.75,3.42561663738148,7,2.84237989690916,,
sub-0273,23.25,female,high,4.5,1.5,-0.338873539429378,4,0.530097854191498,,
sub-0010,22.0,male,medium,2.0,2.0,0.497679833195258,2,-1.01142350762028,,
sub-0861,25.5,male,high,2.0,1.75,0.0794031468829401,7,2.84237989690916,1.33333333333333,-1.78957541161925
sub-0656,22.0,female,high,4.0,1.5,-0.338873539429378,2,-1.01142350762028,6.0,1.00864381995134
sub-0073,20.75,male,low,3.0,1.25,-0.757150225741696,4,0.530097854191498,,
sub-0781,24.75,male,low,4.0,1.25,-0.757150225741696,2,-1.01142350762028,5.33333333333333,0.608898215441253
sub-0728,22.5,female,medium,3.0,1.5,-0.338873539429378,3,-0.24066282671439,6.66666666666667,1.40838942446142
sub-0650,20.5,female,high,5.0,1.5,-0.338873539429378,5,1.30085853509739,6.33333333333333,1.20851662220638
sub-0051,23.25,female,high,5.0,1.75,0.0794031468829401,2,-1.01142350762028,,
sub-0704,25.25,male,high,4.5,2.5,1.33423320581989,1,-1.78218418852617,5.66666666666667,0.808771017696296
sub-0910,24.0,male,high,4.0,1.5,-0.338873539429378,3,-0.24066282671439,4.0,-0.190592993578915
sub-0015,22.0,male,high,3.5,1.25,-0.757150225741696,4,0.530097854191498,,
sub-0584,21.75,male,medium,3.5,1.75,0.0794031468829401,2,-1.01142350762028,3.33333333333333,-0.590338598089
sub-0909,23.0,male,high,4.0,3.0,2.17078657844453,4,0.530097854191498,1.0,-1.98944821387429
sub-0693,20.25,female,high,2.0,1.25,-0.757150225741696,4,0.530097854191498,5.0,0.409025413186211
sub-0652,22.0,male,high,4.5,1.5,-0.338873539429378,4,0.530097854191498,3.66666666666667,-0.390465795833958
sub-0918,25.75,female,high,3.0,1.75,0.0794031468829401,3,-0.24066282671439,4.33333333333333,0.0092798086761266
sub-0475,19.75,male,high,5.0,1.25,-0.757150225741696,4,0.530097854191498,3.66666666666667,-0.390465795833958
sub-0385,21.75,female,medium,2.0,3.0,2.17078657844453,4,0.530097854191498,,
sub-0638,20.75,male,medium,3.0,2.0,0.497679833195258,1,-1.78218418852617,7.0,1.60826222671646
sub-0900,21.75,male,high,4.0,3.0,2.17078657844453,3,-0.24066282671439,4.33333333333333,0.0092798086761266
sub-0587,23.5,female,high,4.0,1.0,-1.17542691205401,2,-1.01142350762028,3.66666666666667,-0.390465795833958
sub-0667,24.75,female,high,5.0,2.25,0.915956519507576,4,0.530097854191498,5.33333333333333,0.608898215441253
sub-0623,25.75,male,high,4.5,2.25,0.915956519507576,3,-0.24066282671439,6.33333333333333,1.20851662220638
sub-0143,21.75,female,medium,3.5,1.75,0.0794031468829401,2,-1.01142350762028,,
sub-0361,20.25,male,medium,5.0,1.0,-1.17542691205401,3,-0.24066282671439,,
sub-0885,25.0,male,high,4.0,1.0,-1.17542691205401,4,0.530097854191498,1.0,-1.98944821387429
sub-0323,25.0,male,high,4.0,1.5,-0.338873539429378,6,2.07161921600328,,
sub-0808,26.0,male,medium,2.0,1.25,-0.757150225741696,3,-0.24066282671439,4.0,-0.190592993578915
sub-0843,21.75,female,high,3.0,1.5,-0.338873539429378,4,0.530097854191498,5.33333333333333,0.608898215441253
sub-0099,23.0,female,medium,4.5,1.75,0.0794031468829401,3,-0.24066282671439,,
sub-0738,24.0,female,high,6.0,1.0,-1.17542691205401,4,0.530097854191498,1.33333333333333,-1.78957541161925
sub-0097,22.75,female,high,4.0,1.25,-0.757150225741696,5,1.30085853509739,,
sub-0612,21.75,female,high,3.0,1.25,-0.757150225741696,4,0.530097854191498,1.0,-1.98944821387429
sub-0593,23.75,male,medium,4.5,2.0,0.497679833195258,4,0.530097854191498,6.0,1.00864381995134
sub-0654,24.25,male,medium,3.0,2.0,0.497679833195258,4,0.530097854191498,4.33333333333333,0.0092798086761266
sub-0626,20.75,male,medium,2.0,1.25,-0.757150225741696,6,2.07161921600328,4.66666666666667,0.209152610931169
sub-0426,24.75,male,low,3.0,2.25,0.915956519507576,6,2.07161921600328,2.33333333333333,-1.18995700485413
sub-0119,24.0,male,medium,4.0,1.5,-0.338873539429378,4,0.530097854191498,,
sub-0891,22.5,male,high,4.0,2.0,0.497679833195258,4,0.530097854191498,2.33333333333333,-1.18995700485413
sub-0137,22.0,female,high,6.0,2.5,1.33423320581989,4,0.530097854191498,,
sub-0627,22.75,female,high,5.0,1.75,0.0794031468829401,2,-1.01142350762028,6.0,1.00864381995134
sub-0230,21.25,female,high,4.0,1.75,0.0794031468829401,4,0.530097854191498,,
sub-0462,23.0,male,high,6.0,1.75,0.0794031468829401,3,-0.24066282671439,3.33333333333333,-0.590338598089
sub-0425,22.25,female,medium,2.0,2.0,0.497679833195258,3,-0.24066282671439,,
sub-0695,25.25,male,medium,6.0,1.25,-0.757150225741696,3,-0.24066282671439,3.33333333333333,-0.590338598089
sub-0450,20.5,male,high,6.0,1.25,-0.757150225741696,4,0.530097854191498,7.0,1.60826222671646
sub-0868,20.5,female,high,3.5,1.25,-0.757150225741696,3,-0.24066282671439,4.33333333333333,0.0092798086761266
sub-0227,25.75,male,low,2.5,2.25,0.915956519507576,4,0.530097854191498,,
sub-0141,24.0,female,medium,4.0,2.0,0.497679833195258,5,1.30085853509739,,
sub-0679,23.25,female,high,5.0,3.25,2.58906326475685,4,0.530097854191498,7.0,1.60826222671646
sub-0409,24.5,male,high,4.0,1.5,-0.338873539429378,3,-0.24066282671439,,
sub-0504,20.5,female,medium,4.5,1.25,-0.757150225741696,3,-0.24066282671439,3.33333333333333,-0.590338598089
sub-0165,25.25,female,medium,3.0,1.75,0.0794031468829401,4,0.530097854191498,,
sub-0773,26.0,female,high,4.0,1.25,-0.757150225741696,6,2.07161921600328,2.0,-1.38982980710917
sub-0318,21.0,male,high,4.5,2.5,1.33423320581989,4,0.530097854191498,,
sub-0461,22.0,male,low,2.0,2.5,1.33423320581989,2,-1.01142350762028,7.0,1.60826222671646
sub-0005,22.25,male,high,4.5,1.25,-0.757150225741696,3,-0.24066282671439,,
sub-0234,21.5,male,medium,6.0,2.0,0.497679833195258,4,0.530097854191498,,
sub-0465,22.25,male,low,2.0,2.25,0.915956519507576,3,-0.24066282671439,4.66666666666667,0.209152610931169
sub-0694,20.5,female,high,5.0,2.25,0.915956519507576,4,0.530097854191498,4.0,-0.190592993578915
sub-0187,21.25,female,medium,3.0,2.0,0.497679833195258,3,-0.24066282671439,,
sub-0136,20.0,female,high,5.5,1.75,0.0794031468829401,4,0.530097854191498,,
sub-0859,23.75,female,medium,4.0,2.0,0.497679833195258,1,-1.78218418852617,7.0,1.60826222671646
sub-0798,22.75,male,medium,4.5,3.0,2.17078657844453,4,0.530097854191498,4.0,-0.190592993578915
sub-0283,23.25,female,medium,3.5,2.5,1.33423320581989,3,-0.24066282671439,,
sub-0366,20.5,male,medium,5.0,2.0,0.497679833195258,3,-0.24066282671439,,
sub-0924,22.25,male,medium,3.0,2.75,1.75250989213221,6,2.07161921600328,1.33333333333333,-1.78957541161925
sub-0147,25.75,male,medium,2.0,1.25,-0.757150225741696,4,0.530097854191498,,
sub-0547,25.75,female,medium,3.0,1.5,-0.338873539429378,2,-1.01142350762028,1.0,-1.98944821387429
sub-0921,21.25,female,medium,2.0,2.0,0.497679833195258,4,0.530097854191498,3.33333333333333,-0.590338598089
sub-0604,22.5,female,high,5.0,1.5,-0.338873539429378,1,-1.78218418852617,3.33333333333333,-0.590338598089
sub-0633,20.5,male,high,4.0,1.0,-1.17542691205401,4,0.530097854191498,6.0,1.00864381995134
sub-0585,21.0,female,high,3.0,1.25,-0.757150225741696,3,-0.24066282671439,4.0,-0.190592993578915
sub-0096,20.25,male,medium,3.5,1.5,-0.338873539429378,4,0.530097854191498,,
sub-0603,23.0,female,low,4.5,2.25,0.915956519507576,3,-0.24066282671439,7.0,1.60826222671646
sub-0622,21.5,male,high,6.0,2.0,0.497679833195258,2,-1.01142350762028,6.33333333333333,1.20851662220638
sub-0716,19.0,male,medium,3.0,1.0,-1.17542691205401,5,1.30085853509739,4.66666666666667,0.209152610931169
sub-0134,24.25,female,high,4.5,1.25,-0.757150225741696,4,0.530097854191498,,
sub-0202,22.5,male,high,6.0,1.75,0.0794031468829401,4,0.530097854191498,,
sub-0167,21.5,female,high,2.0,2.0,0.497679833195258,7,2.84237989690916,,
sub-0682,25.0,female,high,6.0,1.5,-0.338873539429378,2,-1.01142350762028,7.0,1.60826222671646
sub-0002,21.75,female,medium,5.5,2.0,0.497679833195258,3,-0.24066282671439,,
sub-0065,20.5,female,low,2.0,1.0,-1.17542691205401,2,-1.01142350762028,,
sub-0146,25.0,male,high,4.0,1.0,-1.17542691205401,3,-0.24066282671439,,
sub-0291,24.25,female,medium,2.5,2.0,0.497679833195258,3,-0.24066282671439,,
sub-0856,23.75,male,medium,4.0,2.5,1.33423320581989,3,-0.24066282671439,2.0,-1.38982980710917
sub-0849,24.25,female,medium,2.5,2.5,1.33423320581989,4,0.530097854191498,2.66666666666667,-0.990084202599084
sub-0514,23.0,female,medium,3.5,1.25,-0.757150225741696,1,-1.78218418852617,5.66666666666667,0.808771017696296
sub-0485,21.0,female,high,3.0,1.75,0.0794031468829401,3,-0.24066282671439,3.0,-0.790211400344042
sub-0489,25.75,female,medium,5.0,1.0,-1.17542691205401,3,-0.24066282671439,5.0,0.409025413186211
sub-0713,25.5,female,high,3.5,1.5,-0.338873539429378,4,0.530097854191498,3.0,-0.790211400344042
sub-0238,24.25,male,medium,3.5,2.25,0.915956519507576,1,-1.78218418852617,,
sub-0333,25.5,male,high,3.0,1.5,-0.338873539429378,4,0.530097854191498,,
sub-0197,24.0,male,medium,4.5,1.5,-0.338873539429378,4,0.530097854191498,,
sub-0290,24.75,female,high,5.0,2.0,0.497679833195258,3,-0.24066282671439,,
sub-0889,21.25,female,high,6.0,1.0,-1.17542691205401,3,-0.24066282671439,4.33333333333333,0.0092798086761266
sub-0082,25.5,male,high,6.0,1.75,0.0794031468829401,3,-0.24066282671439,,
sub-0688,22.25,female,medium,5.0,1.75,0.0794031468829401,4,0.530097854191498,6.0,1.00864381995134
sub-0215,20.0,female,high,2.0,1.25,-0.757150225741696,1,-1.78218418852617,,
sub-0353,22.25,female,medium,4.0,1.75,0.0794031468829401,4,0.530097854191498,,
sub-0592,25.25,male,high,5.5,1.5,-0.338873539429378,2,-1.01142350762028,5.66666666666667,0.808771017696296
sub-0780,21.0,male,high,5.0,1.5,-0.338873539429378,5,1.30085853509739,3.33333333333333,-0.590338598089
sub-0646,20.25,female,medium,2.0,1.5,-0.338873539429378,2,-1.01142350762028,6.66666666666667,1.40838942446142
sub-0740,25.5,female,high,2.5,2.75,1.75250989213221,6,2.07161921600328,5.33333333333333,0.608898215441253
sub-0685,22.5,female,high,6.0,2.25,0.915956519507576,1,-1.78218418852617,1.33333333333333,-1.78957541161925
sub-0905,22.5,male,medium,3.5,3.5,3.00733995106917,4,0.530097854191498,3.0,-0.790211400344042
sub-0030,22.75,male,high,4.0,1.25,-0.757150225741696,4,0.530097854191498,,
sub-0178,23.25,male,low,4.0,1.75,0.0794031468829401,2,-1.01142350762028,,
sub-0578,20.75,female,medium,6.0,2.25,0.915956519507576,4,0.530097854191498,1.33333333333333,-1.78957541161925
sub-0649,24.0,female,medium,3.0,1.0,-1.17542691205401,3,-0.24066282671439,5.33333333333333,0.608898215441253
sub-0295,22.0,female,high,5.0,2.25,0.915956519507576,2,-1.01142350762028,,
sub-0271,24.25,male,medium,3.5,1.25,-0.757150225741696,1,-1.78218418852617,,
sub-0702,21.25,male,high,5.0,1.5,-0.338873539429378,3,-0.24066282671439,5.33333333333333,0.608898215441253
sub-0315,23.25,male,medium,4.5,1.5,-0.338873539429378,1,-1.78218418852617,,
sub-0459,21.25,female,medium,6.0,1.75,0.0794031468829401,2,-1.01142350762028,5.33333333333333,0.608898215441253
sub-0195,23.75,male,low,6.0,1.5,-0.338873539429378,4,0.530097854191498,,
sub-0613,22.5,male,medium,2.5,1.0,-1.17542691205401,5,1.30085853509739,5.33333333333333,0.608898215441253
sub-0129,22.0,male,medium,3.5,1.0,-1.17542691205401,3,-0.24066282671439,,
sub-0561,22.25,male,medium,4.5,1.0,-1.17542691205401,2,-1.01142350762028,4.0,-0.190592993578915
sub-0771,20.75,male,medium,4.5,3.5,3.00733995106917,4,0.530097854191498,6.0,1.00864381995134
